date,number,winners,page,pédantix,pedantix,cémantix,cemantix,is_holiday
2024-05-14,732,24171,Andorre,7.0,26.0,13.0,78.0,False
2024-05-15,733,19348,Siluriformes,11.0,33.0,13.0,64.0,False
2024-05-16,734,15903,Circulation atmosphérique,15.0,41.0,9.0,60.0,False
2024-05-17,735,18949,Code civil (France),17.0,26.0,11.0,83.0,False
2024-05-18,736,14558,Tunnel sous la Manche,7.0,20.0,0.0,48.0,False
2024-05-19,737,12264,Encre,7.0,22.0,7.0,54.0,False
2024-05-20,738,16179,Transidentité,9.0,22.0,6.0,48.0,False
2024-05-21,739,17478,Méningite,9.0,39.0,15.0,69.0,False
2024-05-22,740,15559,Supraconductivité,12.0,40.0,11.0,69.0,False
2024-05-23,741,21051,Encyclopédie,10.0,32.0,12.0,63.0,False
2024-05-24,742,18551,"Le Magicien d'Oz (film, 1939)",8.0,25.0,22.0,61.0,False
2024-05-25,743,13963,Océan,0.0,19.0,0.0,52.0,False
2024-05-26,744,13765,Architecture chinoise,7.0,21.0,6.0,46.0,False
2024-05-27,745,19489,Séparation des Églises d'Orient et d'Occident,12.0,34.0,13.0,56.0,False
2024-05-28,746,20281,Station spatiale internationale,9.0,32.0,11.0,61.0,False
2024-05-29,747,23448,Éléphant,7.0,34.0,12.0,53.0,False
2024-05-30,748,19221,Massacre de Nankin,12.0,38.0,15.0,73.0,False
2024-05-31,749,15029,Mollusca,11.0,36.0,15.0,58.0,False
2024-06-01,750,12529,Commonwealth,9.0,22.0,7.0,45.0,False
2024-06-02,751,16103,Koala,7.0,21.0,10.0,43.0,False
2024-06-03,752,15792,Nok (culture),12.0,37.0,16.0,53.0,False
2024-06-04,753,18387,Cunéiforme,11.0,31.0,12.0,53.0,False
2024-06-05,754,19950,Agriculture biologique,10.0,31.0,7.0,64.0,False
2024-06-06,755,13657,Porifera,11.0,46.0,14.0,64.0,False
2024-06-07,756,12146,Ester,15.0,36.0,15.0,61.0,False
2024-06-08,757,11945,Cor d'harmonie,7.0,17.0,7.0,57.0,False
2024-06-09,758,14755,Mont Fuji,0.0,19.0,7.0,52.0,False
2024-06-10,759,14886,Joseph Priestley,9.0,26.0,10.0,61.0,False
2024-06-11,760,18329,Titan (lune),10.0,29.0,16.0,63.0,False
2024-06-12,761,19039,Symphonie no 5 de Beethoven,12.0,24.0,12.0,70.0,False
2024-06-13,762,19014,Festival de Cannes,12.0,30.0,12.0,47.0,False
2024-06-14,763,15884,Iguana iguana,11.0,30.0,13.0,54.0,False
2024-06-15,764,10081,Beau,9.0,26.0,0.0,41.0,False
2024-06-16,765,8759,Plesiosauria,16.0,34.0,10.0,70.0,False
2024-06-17,766,14180,Tribu (ethnologie),12.0,38.0,14.0,66.0,False
2024-06-18,767,15266,Guérilla,11.0,35.0,15.0,68.0,False
2024-06-19,768,18677,Hautbois,13.0,27.0,15.0,69.0,False
2024-06-20,769,17031,Indice de masse corporelle,12.0,34.0,15.0,63.0,False
2024-06-21,770,13890,M87 (galaxie),7.0,32.0,10.0,63.0,False
2024-06-22,771,11450,Poids,8.0,21.0,0.0,50.0,False
2024-06-23,772,12517,British Library,9.0,14.0,0.0,39.0,False
2024-06-24,773,19221,Noël,7.5,36.0,10.5,60.0,False
2024-06-25,774,16537,État fédéral,12.0,27.0,10.0,60.0,False
2024-06-26,775,16468,Licorne,11.0,31.0,11.0,52.0,False
2024-06-27,776,18403,Flûte de Pan,10.0,25.0,12.0,69.0,False
2024-06-28,777,14327,Ur (Mésopotamie),13.0,30.0,9.0,67.0,False
2024-06-29,778,11371,Golf,0.0,23.0,9.0,49.0,False
2024-06-30,779,12112,Angkor Vat,8.0,12.0,0.0,42.0,False
2024-07-01,780,16994,Panda géant,10.0,26.0,7.0,46.0,False
2024-07-02,781,16502,Généalogie,10.0,32.0,11.0,54.0,False
2024-07-03,782,13245,Fond diffus cosmologique,11.0,41.0,7.0,56.0,False
2024-07-04,783,20848,Louis XIV,12.0,29.0,10.0,51.0,False
2024-07-05,784,17243,Voyage dans le temps,8.0,20.0,0.0,62.0,False
2024-07-06,785,12073,Calcutta,0.0,17.0,0.0,54.0,True
2024-07-07,786,10440,Guerres byzantino-bulgares,0.0,24.0,0.0,50.0,True
2024-07-08,787,18609,Saut à la perche,12.0,31.0,8.0,44.0,True
2024-07-09,788,17433,Noisette,9.0,36.0,10.0,61.0,True
2024-07-10,789,16607,Conquêtes musulmanes des Indes,0.0,32.0,8.0,57.0,True
2024-07-11,790,16001,Ouzbek,10.0,37.0,9.0,63.0,True
2024-07-12,791,11260,Durabilité,13.0,34.0,9.0,53.0,True
2024-07-13,792,6107,Métamatériau,9.0,24.0,0.0,44.0,True
2024-07-14,793,9280,Fontaine (Duchamp),12.0,28.0,0.0,54.0,True
2024-07-15,794,19695,Coupe du monde de football,7.0,29.0,6.0,61.0,True
2024-07-16,795,16048,Relations internationales,13.0,36.0,10.0,53.0,True
2024-07-17,796,17637,Détroit (Michigan),8.0,27.0,12.0,73.0,True
2024-07-18,797,13002,Royaume de Champa,11.0,41.0,9.0,59.0,True
2024-07-19,798,12011,Srinivasa Ramanujan,11.0,39.0,9.0,61.0,True
2024-07-20,799,10665,Moteur hydraulique,8.0,24.0,0.0,55.0,True
2024-07-21,800,11735,Métal alcalino-terreux,0.0,26.0,16.0,88.0,True
2024-07-22,801,17398,Formule d'Euler,11.0,28.0,8.0,69.0,True
2024-07-23,802,17354,Architecture gothique,10.0,33.0,11.0,56.0,True
2024-07-24,803,16361,Erevan,8.0,30.0,11.0,67.0,True
2024-07-25,804,15599,Uttar Pradesh,14.0,29.0,10.0,55.0,True
2024-07-26,805,17124,Luxembourg,0.0,23.0,7.0,48.0,True
2024-07-27,806,10868,Michael Phelps,0.0,12.0,9.0,50.0,True
2024-07-28,807,10081,Classicisme français,0.0,24.0,7.0,100.0,True
2024-07-29,808,15562,Théorème de Pythagore,11.0,26.0,15.0,61.0,True
2024-07-30,809,17929,Jeux olympiques d'hiver,0.0,15.0,8.0,61.0,True
2024-07-31,810,14313,Tramway,8.0,31.0,8.0,51.0,True
2024-08-01,811,13173,Force centripète,10.0,31.0,6.0,51.0,True
2024-08-02,812,14333,Ronaldo,7.0,18.0,8.0,72.0,True
2024-08-03,813,10239,Salsa,0.0,10.0,0.0,55.0,True
2024-08-04,814,9315,Mutilations génitales féminines,0.0,25.0,0.0,62.0,True
2024-08-05,815,13434,Murray (fleuve),9.0,27.0,14.0,53.0,True
2024-08-06,816,12502,Salouen,8.0,19.0,9.0,61.0,True
2024-08-07,817,11895,Puncak Jaya,0.0,19.0,13.0,65.0,True
2024-08-08,818,15353,100 mètres (athlétisme),0.0,14.0,8.0,68.0,True
2024-08-09,819,10819,Arithmétique modulaire,8.0,23.0,8.0,48.0,True
2024-08-10,820,8364,Guerre de Livonie,9.0,21.0,0.0,54.0,True
2024-08-11,821,7700,Enzyme,14.0,25.0,10.0,63.0,True
2024-08-12,822,13528,Nauru,0.0,25.0,9.0,64.0,True
2024-08-13,823,12505,John Churchill (1er duc de Marlborough),0.0,20.0,0.0,52.0,True
2024-08-14,824,16873,Guerre d'Espagne,0.0,20.0,10.0,47.0,True
2024-08-15,825,10468,Han (ethnie),6.0,14.0,0.0,44.0,True
2024-08-16,826,12840,Gratte-ciel,0.0,19.0,7.0,49.0,True
2024-08-17,827,10349,Herpès,7.0,20.0,8.0,57.0,True
2024-08-18,828,11151,Barrage d'Itaipu,0.0,20.0,0.0,56.0,True
2024-08-19,829,14653,Orage,11.0,33.0,8.0,54.0,True
2024-08-20,830,16538,Trois Glorieuses,7.0,26.0,8.0,45.0,True
2024-08-21,831,16342,Cantonais,11.0,22.0,0.0,50.0,True
2024-08-22,832,14818,Gamal Abdel Nasser,9.0,29.0,9.0,61.0,True
2024-08-23,833,13433,Chiroptera,13.0,23.0,11.0,53.0,True
2024-08-24,834,9980,Android,10.0,20.0,8.0,58.0,True
2024-08-25,835,11236,Samarcande,10.0,17.0,12.0,80.0,True
2024-08-26,836,15505,Révolution nationale indonésienne,8.0,27.0,9.0,63.0,True
2024-08-27,837,19331,Bolivie,0.0,20.0,12.0,66.0,True
2024-08-28,838,18626,Anne Frank,8.0,24.0,15.0,64.0,True
2024-08-29,839,18966,Seattle,9.0,19.0,0.0,58.0,True
2024-08-30,840,15268,Osiris,7.0,29.0,9.0,77.0,True
2024-08-31,841,10400,Ganymède (lune),0.0,20.0,0.0,66.0,True
2024-09-01,842,13423,Ornithorynque,0.0,15.0,0.0,61.0,True
2024-09-02,843,14776,Pigment,14.0,29.0,11.0,55.0,True
2024-09-03,844,17071,Manifestations de la place Tian'anmen,12.0,29.0,9.0,54.0,False
2024-09-04,845,12823,Renseignement,12.0,34.0,9.0,56.0,False
2024-09-05,846,15382,Physique au-delà du modèle standard,11.0,27.0,11.0,60.0,False
2024-09-06,847,14773,(1) Cérès,11.0,29.0,9.0,59.0,False
2024-09-07,848,9313,Averroès,0.0,15.0,0.0,57.0,False
2024-09-08,849,14822,Hip-hop,0.0,14.0,11.0,68.0,False
2024-09-09,850,14072,Francisco de Goya,8.0,44.0,14.0,90.0,False
2024-09-10,851,16263,Révolution philippine,13.0,32.0,14.0,71.0,False
2024-09-11,852,17611,Énergie hydroélectrique,12.0,24.0,11.0,71.0,False
2024-09-12,853,17729,Produit intérieur brut,13.0,21.0,11.0,63.0,False
2024-09-13,854,15715,Tachkent,11.0,25.0,11.0,55.0,False
2024-09-14,855,9658,Étrusques,0.0,18.0,7.0,49.0,False
2024-09-15,856,12487,Jackson Pollock,0.0,19.0,0.0,51.0,False
2024-09-16,857,16593,Atmosphère (unité),15.0,30.0,9.0,64.0,False
2024-09-17,858,16870,Gravure,12.0,36.0,26.0,88.0,False
2024-09-18,859,15952,Élie,16.0,35.0,11.0,55.0,False
2024-09-19,860,19465,Symphonie no 9 de Beethoven,12.0,33.0,14.0,81.0,False
2024-09-20,861,16384,Tortue,10.0,25.0,11.0,64.0,False
2024-09-21,862,11517,Krach de 1929,0.0,17.0,10.0,57.0,False
2024-09-22,863,12608,Stoïcisme,0.0,14.5,10.0,57.5,False
2024-09-23,864,16251,Empreinte génétique,12.0,34.5,17.0,58.5,False
2024-09-24,865,18700,Intoxication alimentaire,12.0,25.0,10.0,58.0,False
2024-09-25,866,22214,Parthénon,12.0,30.0,10.0,58.0,False
2024-09-26,867,28002,Groenland,10.0,30.0,17.0,77.0,False
2024-09-27,868,20989,Audrey Hepburn,11.0,31.0,11.0,60.0,False
2024-09-28,869,14876,Caféine,7.0,22.0,9.0,85.0,False
2024-09-29,870,20288,Roi Arthur,10.0,22.0,9.0,98.0,False
2024-09-30,871,22797,Brocoli,8.0,33.0,13.0,87.0,False
2024-10-01,872,19447,Osmose,15.0,37.0,17.0,76.0,False
2024-10-02,873,23526,Boson de Higgs,12.0,32.0,13.0,85.0,False
2024-10-03,874,24837,Navette spatiale américaine,15.0,33.0,14.0,80.0,False
2024-10-04,875,16835,Inductance,11.0,37.0,18.0,83.0,False
2024-10-05,876,19156,Guerre du Pacifique,10.0,22.0,8.0,68.0,False
2024-10-06,877,19041,Mangrove,12.0,31.0,9.0,65.0,False
2024-10-07,878,28444,Éclipse,18.0,41.0,15.0,67.0,False
2024-10-08,879,30367,Bucarest,13.0,32.0,26.0,93.0,False
2024-10-09,880,22583,Séquence principale,18.0,38.0,21.0,96.0,False
2024-10-10,881,19580,Cyanobacteriota,18.0,38.0,19.0,100.0,False
2024-10-11,882,30067,Mer Noire,10.0,31.0,16.0,72.0,False
2024-10-12,883,16201,Goths,15.0,20.0,10.0,62.0,False
2024-10-13,884,19069,Violence,11.0,32.0,11.0,85.0,False
2024-10-14,885,22500,Transnistrie (État),15.0,39.0,21.0,82.0,False
2024-10-15,886,31608,Troisième Reich,12.0,33.0,18.0,73.0,False
2024-10-16,887,27726,Ultrason,11.0,36.0,18.0,77.0,False
2024-10-17,888,27186,Lycanthrope,16.0,33.0,17.0,62.0,False
2024-10-18,889,21443,Acte de langage,16.0,35.0,17.0,88.0,False
2024-10-19,890,15889,Douleur,8.0,22.0,8.0,53.0,True
2024-10-20,891,24888,Lisbonne,5.0,20.0,10.0,47.0,True
2024-10-21,892,22918,Biome,19.0,35.0,20.0,75.0,True
2024-10-22,893,30479,Moustique,19.0,45.0,19.0,66.0,True
2024-10-23,894,30050,Enid Blyton,18.0,45.0,11.0,67.0,True
2024-10-24,895,35505,Histoire de l'Autriche,14.0,37.0,25.0,80.0,True
2024-10-25,896,30565,Première guerre sino-japonaise,13.0,30.0,20.0,75.0,True
2024-10-26,897,18048,Code Morse international,14.0,27.0,6.0,50.0,True
2024-10-27,898,26077,Inuits,10.0,27.0,5.0,49.0,True
2024-10-28,899,25330,Aérodynamique,19.0,45.0,6.0,48.0,True
2024-10-29,900,26070,Mustafa Kemal Atatürk,13.0,37.0,19.0,75.0,True
2024-10-30,901,22409,Suite des protocoles Internet,16.0,46.0,14.0,74.0,True
2024-10-31,902,17421,Synapsida,20.0,49.0,5.0,60.0,True
2024-11-01,903,15715,Levier (mécanique),12.0,22.0,5.0,52.0,True
2024-11-02,904,17359,Croissance économique,8.0,25.0,10.0,50.0,True
2024-11-03,905,17092,Pornographie,11.0,31.0,7.0,45.0,True
2024-11-04,906,22296,Ukiyo-e,11.0,36.0,17.0,63.0,True
2024-11-05,907,26538,Manta (genre),15.0,37.0,13.0,55.0,False
2024-11-06,908,31189,Clint Eastwood,13.0,29.0,16.0,48.0,False
2024-11-07,909,32547,Séville,10.0,22.0,17.0,63.0,False
2024-11-08,910,21903,Transport par câble,15.0,31.0,13.0,54.0,False
2024-11-09,911,17850,Edgar Allan Poe,8.0,24.0,10.0,38.0,False
2024-11-10,912,21949,Gabon,6.0,21.0,6.0,43.0,False
2024-11-11,913,22070,Rhétorique,12.0,25.0,10.0,46.0,False
2024-11-12,914,29815,Siamois (chat),10.0,32.0,11.0,46.0,False
2024-11-13,915,31985,Héraclès,16.0,45.0,14.0,58.0,False
2024-11-14,916,32113,George Lucas,17.0,38.0,20.0,77.0,False
2024-11-15,917,27990,Charles XIV Jean,13.0,29.0,16.0,76.0,False
2024-11-16,918,15632,Domesticité,13.0,29.0,6.0,44.0,False
2024-11-17,919,24037,Gaz noble,9.0,29.0,9.0,49.0,False
2024-11-18,920,32001,Soufre,15.0,41.0,16.0,51.0,False
2024-11-19,921,35755,San Diego,13.0,24.0,20.0,65.0,False
2024-11-20,922,34389,Pomme,15.0,43.0,21.0,68.0,False
2024-11-21,923,26791,Carl Gustav Jung,15.0,38.0,22.0,59.0,False
2024-11-22,924,23392,Hannibal Barca,20.0,41.0,20.0,75.0,False
2024-11-23,925,21358,"2001, l'Odyssée de l'espace",12.0,18.0,7.0,48.0,False
2024-11-24,926,21060,Panthéisme,8.0,26.0,7.0,43.0,False
2024-11-25,927,23968,Déformation élastique,22.0,60.0,23.0,81.0,False
2024-11-26,928,24705,Blanc,17.0,61.0,25.0,81.0,False
2024-11-27,929,27755,Apiculture,17.0,47.0,18.0,61.0,False
2024-11-28,930,30785,Metropolitan Museum of Art,12.0,37.0,19.0,52.0,False
2024-11-29,931,21541,Holodomor,14.0,42.0,21.0,69.0,False
2024-11-30,932,16807,Astrologie,13.0,22.0,0.0,41.0,False
2024-12-01,933,23838,Économie de l'Union européenne,10.0,21.0,8.0,43.0,False
2024-12-02,934,29515,Naissance des étoiles,17.0,36.0,16.0,50.0,False
2024-12-03,935,26184,Famille Brontë,18.0,40.0,25.0,70.0,False
2024-12-04,936,27632,Appareil respiratoire,19.0,35.0,12.0,48.0,False
2024-12-05,937,28585,Pentecôte,16.0,37.0,23.0,67.0,False
2024-12-06,938,26096,Saumon,14.0,33.0,20.0,67.0,False
2024-12-07,939,15850,Cervelet,6.0,32.0,7.0,31.0,False
2024-12-08,940,24095,Prague,8.0,17.0,10.0,46.0,False
2024-12-09,941,31292,Canberra,11.0,33.0,18.0,44.0,False
2024-12-10,942,27745,Tchétchénie,18.0,39.0,15.0,52.0,False
2024-12-11,943,24567,Filtration,18.0,40.0,16.0,48.0,False
2024-12-12,944,24688,Microsoft Windows,17.0,35.0,14.0,50.0,False
2024-12-13,945,20683,Menelik II,16.0,38.0,19.0,60.0,False
2024-12-14,946,16660,Commerce en ligne,13.0,21.0,7.0,40.0,False
2024-12-15,947,15576,Épigénétique,12.0,25.0,6.0,53.0,False
2024-12-16,948,27223,Io (lune),16.0,32.0,17.0,52.0,False
2024-12-17,949,28156,Édimbourg,12.0,34.0,18.0,48.0,False
2024-12-18,950,17892,Alternance de générations,20.0,50.0,14.0,52.0,False
2024-12-19,951,28882,Vitesse,17.0,34.0,15.0,55.0,False
2024-12-20,952,20677,Théorie des probabilités,12.5,30.0,14.0,47.0,False
2024-12-21,953,16801,Diamant,7.5,30.5,10.5,47.5,True
2024-12-22,954,17905,Benazir Bhutto,10.0,29.0,7.0,58.0,True
2024-12-23,955,19493,Avalanche,9.0,34.0,6.0,55.0,True
2024-12-24,956,13323,Coordonnées polaires,10.0,26.0,7.0,38.0,True
2024-12-25,957,17260,Inflation,6.0,23.0,0.0,42.0,True
2024-12-26,958,15704,Citrus ×paradisi,8.0,28.0,7.0,34.0,True
2024-12-27,959,12887,Prédation,19.0,43.0,10.0,54.0,True
2024-12-28,960,13587,Théorèmes d'incomplétude de Gödel,9.0,28.0,6.0,45.0,True
2024-12-29,961,15735,Magie (surnaturel),11.0,22.0,0.0,51.0,True
2024-12-30,962,18699,Nicolas de Myre,11.0,27.0,5.0,41.0,True
2024-12-31,963,14993,Hajj,9.0,24.0,0.0,38.0,True
2025-01-01,964,15966,Moldavie (région historique),0.0,28.0,0.0,47.0,True
2025-01-02,965,20679,National Aeronautics and Space Administration,7.0,27.0,7.0,36.0,True
2025-01-03,966,19114,Artillerie,9.0,25.0,8.0,40.0,True
2025-01-04,967,18838,Robert Oppenheimer,5.0,23.0,0.0,28.0,True
2025-01-05,968,18583,Travailleur social,11.0,27.0,9.0,46.0,True
2025-01-06,969,25830,Camion,15.0,26.0,9.0,40.0,True
2025-01-07,970,29943,Cuba,10.0,36.0,13.0,44.0,False
2025-01-08,971,23751,Clip,12.0,37.0,12.0,54.0,False
2025-01-09,972,30263,Maladie d'Alzheimer,12.0,33.0,12.0,52.0,False
2025-01-10,973,22583,Philosophie indienne,15.0,31.0,13.0,51.0,False
2025-01-11,974,16857,Rachel Carson,9.0,21.0,0.0,33.0,False
2025-01-12,975,16518,Khazars,10.0,25.0,0.0,31.0,False
2025-01-13,976,23272,Zoroastrisme,21.0,41.0,12.0,54.0,False
2025-01-14,977,23404,Théorie de Galois,23.0,39.0,17.0,52.0,False
2025-01-15,978,29979,Gênes,18.0,37.0,14.0,62.0,False
2025-01-16,979,24312,Java (langage),13.0,36.0,13.0,42.0,False
2025-01-17,980,21748,Principe d'incertitude,16.0,33.0,10.0,55.0,False
2025-01-18,981,19974,Attaque de Pearl Harbor,8.0,18.0,6.0,35.0,False
2025-01-19,982,24971,Belgrade,7.0,23.0,0.0,36.0,False
2025-01-20,983,25587,Période Yayoi,14.0,37.0,12.0,45.0,False
2025-01-21,984,38551,Dollar américain,10.0,34.0,13.0,51.0,False
2025-01-22,985,28951,Naine blanche,15.0,35.0,14.0,53.0,False
2025-01-23,986,20879,Bilateria,25.0,41.0,9.0,50.0,False
2025-01-24,987,11205,Modernité comportementale,26.0,55.0,23.0,63.0,False
2025-01-25,988,15890,Felidae,12.0,29.0,7.0,42.0,False
2025-01-26,989,21518,Shoah,12.0,27.0,6.0,42.0,False
2025-01-27,990,22530,Coccinellidae,18.0,37.0,17.0,67.0,False
2025-01-28,991,27173,Géothermie,13.0,42.0,13.0,48.0,False
2025-01-29,992,28384,Antonio Vivaldi,10.0,29.0,20.0,57.0,False
2025-01-30,993,27981,Planète naine,12.0,29.0,11.0,59.0,False
2025-01-31,994,21609,Travail d'une force,14.0,35.0,12.0,56.0,False
2025-02-01,995,16893,Histoire des ordinateurs,8.0,18.0,9.0,39.0,False
2025-02-02,996,18204,Poulie,12.0,19.0,7.0,40.0,False
2025-02-03,997,24809,Dopage (sport),24.0,31.0,7.0,43.0,False
2025-02-04,998,24044,Morphologie (linguistique),23.0,36.0,16.0,51.0,False
2025-02-05,999,34614,Barcelone,13.0,23.0,15.0,75.0,False
2025-02-06,1000,32785,1000,17.0,29.0,17.0,77.0,False
2025-02-07,1001,26975,Jimi Hendrix,18.0,33.0,22.0,100.0,False
2025-02-08,1002,20449,Aliénor d'Aquitaine,11.0,18.0,10.0,67.0,True
2025-02-09,1003,20054,Symon Petlioura,9.0,23.0,0.0,46.0,True
2025-02-10,1004,27768,Frison (cheval),20.0,31.0,18.0,69.0,True
2025-02-11,1005,28786,Configuration électronique,20.0,29.0,15.0,72.0,True
2025-02-12,1006,36134,Montréal,11.0,31.0,20.0,82.0,True
2025-02-13,1007,36485,J. R. R. Tolkien,13.0,20.0,18.0,78.0,True
2025-02-14,1008,32245,Suède,11.0,22.0,17.0,82.0,True
2025-02-15,1009,20093,Cléopâtre VII,7.0,14.0,9.0,39.0,True
2025-02-16,1010,21279,Îles Kouriles,10.0,19.0,0.0,40.0,True
2025-02-17,1011,28746,Birman (langue),21.0,26.0,21.0,71.0,True
2025-02-18,1012,30681,Acoustique,18.0,23.0,13.0,75.0,True
2025-02-19,1013,34182,Rayon X,19.0,23.0,16.0,91.0,True
2025-02-20,1014,31056,Migraine,17.5,21.5,15.0,71.5,True
2025-02-21,1015,26544,Ganesh,14.0,21.0,20.0,83.5,True
2025-02-22,1016,17142,Malais (langue),8.0,15.0,6.0,41.0,True
2025-02-23,1017,27015,Guerres de Religion (France),4.0,14.0,6.0,35.0,True
2025-02-24,1018,29572,Vivien Leigh,11.0,16.0,14.0,67.0,True
2025-02-25,1019,31417,Guerres médiques,13.0,17.0,17.0,57.0,True
2025-02-26,1020,28168,Cinématique,13.0,21.0,12.0,46.0,True
2025-02-27,1021,35378,Boston,11.0,17.0,19.0,55.0,True
2025-02-28,1022,22819,Labyrinthe,16.0,23.0,14.0,54.0,True
2025-03-01,1023,16305,Planète mineure,12.0,12.0,6.0,33.0,True
2025-03-02,1024,18815,Traumatisme majeur,9.0,12.0,7.0,40.0,True
2025-03-03,1025,29703,Placenta,20.0,25.0,11.0,56.0,True
2025-03-04,1026,29015,Rosa Parks,13.0,18.0,15.0,57.0,True
2025-03-05,1027,32270,Échecs,13.0,19.0,10.0,57.0,True
2025-03-06,1028,27381,Genévrier,19.0,24.0,8.0,46.0,True
2025-03-07,1029,23719,Handicap mental,14.0,21.0,13.0,60.0,True
2025-03-08,1030,19381,Autoroute,7.0,9.0,6.0,33.0,True
2025-03-09,1031,27531,Jean-Jacques Rousseau,4.0,10.0,7.0,39.0,True
2025-03-10,1032,26136,Système d'unités de Planck,16.0,24.0,14.0,57.0,True
2025-03-11,1033,34695,Magnésium,15.0,22.0,15.0,67.0,False
2025-03-12,1034,34110,Chimie nucléaire,13.0,21.0,16.0,63.0,False
2025-03-13,1035,35241,Guerre anglo-américaine de 1812,12.0,10.0,16.0,67.0,False
2025-03-14,1036,30037,Albert Camus,12.0,17.0,16.0,68.0,False
2025-03-15,1037,18881,Accord (musique),8.0,14.0,6.0,54.0,False
2025-03-16,1038,24188,Hippopotamus amphibius,6.0,12.0,6.0,48.0,False
2025-03-17,1039,32448,Charles Dickens,15.0,18.0,12.0,52.0,False
2025-03-18,1040,21553,Dinophyta,18.0,26.0,18.0,68.0,False
2025-03-19,1041,31813,Cerf élaphe,20.0,25.0,19.0,68.0,False
2025-03-20,1042,28835,Hallucination,19.0,25.0,14.0,71.0,False
2025-03-21,1043,23600,Guillaume Ier d'Orange-Nassau,15.0,24.0,14.0,78.0,False
2025-03-22,1044,16881,Suse (Iran),8.0,13.0,9.0,49.0,False
2025-03-23,1045,24374,Parc zoologique,7.0,10.0,4.0,49.0,False
2025-03-24,1046,29948,Vanille,15.0,26.0,13.0,58.0,False
2025-03-25,1047,28936,Microéconomie,20.0,22.0,21.0,94.0,False
2025-03-26,1048,32842,Vallée du Grand Rift,17.0,22.0,21.0,94.0,False
2025-03-27,1049,29372,Rosier,21.0,24.0,22.0,99.0,False
2025-03-28,1050,28104,Pelote basque,17.0,18.0,13.0,77.0,False
2025-03-29,1051,18059,Produit scalaire,11.0,14.0,9.0,61.0,False
2025-03-30,1052,23606,Mouvement américain des droits civiques,11.0,9.0,6.0,38.0,False
2025-03-31,1053,29267,Civilisation minoenne,15.0,24.0,17.0,83.0,False
2025-04-01,1054,26223,Canular,23.0,28.0,15.0,70.0,False
2025-04-02,1055,35794,Marrakech,12.0,18.0,16.0,100.0,False
2025-04-03,1056,29112,Boson,15.0,22.0,18.0,84.0,False
2025-04-04,1057,25597,Facebook,16.0,20.0,15.0,80.0,False
2025-04-05,1058,15280,Dynastie Jin (265-420),6.0,10.0,8.0,48.0,True
2025-04-06,1059,18846,Pétrarque,5.0,11.0,6.0,43.0,True
2025-04-07,1060,24810,Utilitarisme,15.0,19.0,12.0,53.0,True
2025-04-08,1061,34552,Abidjan,10.0,12.0,18.0,70.0,True
2025-04-09,1062,33382,Halloween,9.0,15.0,12.0,52.0,True
2025-04-10,1063,33268,Hergé,7.0,15.0,13.0,61.0,True
2025-04-11,1064,27887,Commune de Paris,12.0,16.0,15.0,65.0,True
2025-04-12,1065,16082,Anorexie mentale,9.0,11.0,4.0,35.0,True
2025-04-13,1066,23952,Révolution,5.0,13.0,6.0,32.0,True
2025-04-14,1067,36096,Amsterdam,9.0,9.0,8.0,46.0,True
2025-04-15,1068,28498,Réseau social,10.0,19.0,14.0,51.0,True
2025-04-16,1069,32222,Badminton,13.0,17.0,8.0,41.0,True
2025-04-17,1070,26261,Tique,15.0,23.0,12.0,63.0,True
2025-04-18,1071,23593,Histoire du Nigeria,14.0,22.0,11.0,59.0,True
2025-04-19,1072,18911,Guerre de Troie,7.0,9.0,8.0,44.0,True
2025-04-20,1073,16815,Décibel,8.0,14.0,8.0,44.0,True
2025-04-21,1074,21204,Société civile,9.0,12.0,7.0,32.0,True
2025-04-22,1075,30550,Crise financière mondiale de 2007-2008,8.0,18.0,13.0,55.0,True
2025-04-23,1076,30423,Beagle,8.0,17.0,13.0,57.0,True
2025-04-24,1077,24253,Famille Rothschild,15.0,19.0,11.0,55.0,True
2025-04-25,1078,18116,Benzodiazépine,15.0,19.0,16.0,72.0,True
2025-04-26,1079,18402,Parc national de Yosemite,5.0,10.0,7.0,35.0,True
2025-04-27,1080,21904,Hongrois,9.0,11.0,0.0,32.0,True
2025-04-28,1081,30835,Loutre de mer,12.0,19.0,11.0,48.0,True
2025-04-29,1082,29913,Allaitement maternel,10.0,19.0,10.0,48.0,False
2025-04-30,1083,25665,Apple,10.0,14.0,10.0,49.0,False
2025-05-01,1084,21657,Vésuve,4.0,7.0,0.0,26.0,False
2025-05-02,1085,19277,Lipide,10.0,17.0,6.0,36.0,False
2025-05-03,1086,20634,Séoul,5.0,10.0,5.0,30.0,False
2025-05-04,1087,16670,Visualisation de données,14.0,14.0,5.0,28.0,False
2025-05-05,1088,30136,Superman,11.0,17.0,20.0,87.0,False
2025-05-06,1089,26498,Époque hellénistique,11.0,16.0,15.0,72.0,False
2025-05-07,1090,24858,Communauté des États indépendants,12.0,14.0,12.0,60.0,False
2025-05-08,1091,23624,Clarinette,5.0,10.0,7.0,34.0,False
2025-05-09,1092,21514,Art japonais,9.0,10.0,10.0,49.0,False
2025-05-10,1093,14473,Espérance mathématique,9.0,15.0,5.0,29.0,False
2025-05-11,1094,18132,Calcul des variations,9.0,12.0,5.0,33.0,False
2025-05-12,1095,28013,Restaurant,10.0,19.0,10.0,49.0,False
2025-05-13,1096,23519,Mohammad Reza Pahlavi,11.0,15.0,11.0,47.0,False
